#;$id;libellé SEDA;libellé SEDA 0.2;libellé anglais
;;mpe;mp;Majang
;;kkb;kk;Kwerisa
;;was;wa;Washo
;;vma;vm;Martuyhunira
;;lup;lu;Lumbu
;;ael;ae;Ambele
;;kav;ka;Katukína
;;ply;pl;Bolyu
;;ksh;ks;Kölsch
;;icl;ic;Icelandic Sign Language
;;kyd;ky;Karey
;;xpc;xp;Pecheneg
;;two;tw;Tswapong
;;gwc;gw;Kalami
;;ndw;nd;Ndobo
;;anh;an;Nend
;;caj;ca;Chané
;;abt;ab;Ambulas
;;elp;el;Elpaputih
;;tjs;tj;Southern Tujia
;;cir;ci;Tiri
;;ztn;zt;Santa Catarina Albarradas Zapotec
;;paz;pa;Pankararú
;;hii;hi;Hinduri
;;tsw;ts;Tsishingini
;;bue;bu;Beothuk
;;hav;ha;Havu
;;tmz;tm;Tamanaku
;;mhe;mh;Besisi
;;ykg;yk;Northern Yukaghir
;;ito;it;Itonama
;;tvk;tv;Southeast Ambrym
;;tbl;tb;Tboli
;;pmn;pm;Pam
;;kmj;km;Kumarbhag Paharia
;;uge;ug;Ughele
;;tdu;td;Tempasuk Dusun
;;ysr;ys;Sirenik Yupik
;;tsb;ts;Tsamai
;;grz;gr;Guramalum
;;hmt;hm;Hamtai
;;jle;jl;Ngile
;;tgd;tg;Ciwogai
;;bff;bf;Bofi
;;pln;pl;Palenquero
;;bhe;bh;Bhaya
;;asc;as;Casuarina Coast Asmat
;;bia;bi;Badimaya
;;mfu;mf;Mbwela
;;yuq;yu;Yuqui
;;dia;di;Dia
;;kna;kn;Dera (Nigeria)
;;lwa;lw;Lwalu
;;tsi;ts;Tsimshian
;;bul;bu;Bulgarian
;;stl;st;Stellingwerfs
;;bck;bc;Bunaba
;;ale;al;Aleut
;;pfa;pf;Pááfang
;;bwb;bw;Namosi-Naitasiri-Serua
;;xwr;xw;Kwerba Mamberamo
;;pez;pe;Eastern Penan
;;kru;kr;Kurukh
;;roh;ro;Romansh
;;nhc;nh;Tabasco Nahuatl
;;atc;at;Atsahuaca
;;maq;ma;Chiquihuitlán Mazatec
;;tji;tj;Northern Tujia
;;pkp;pk;Pukapuka
;;ceg;ce;Chamacoco
;;wos;wo;Hanga Hundi
;;waj;wa;Waffa
;;bph;bp;Botlikh
;;auo;au;Auyokawa
;;viv;vi;Iduna
;;mbw;mb;Maring
;;tyx;ty;Teke-Tyee
;;orx;or;Oro
;;vnm;vn;Vinmavis
;;buz;bu;Bukwen
;;shb;sh;Ninam
;;enw;en;Enwan (Akwa Ibom State)
;;grv;gr;Central Grebo
;;wrb;wr;Warluwara
;;sgi;sg;Suga
;;csq;cs;Croatia Sign Language
;;tch;tc;Turks And Caicos Creole English
;;kzv;kz;Komyandaret
;;ssg;ss;Seimat
;;brm;br;Barambu
;;apq;ap;A-Pucikwar
;;nrn;nr;Norn
;;ama;am;Amanayé
;;mxh;mx;Mvuba
;;zng;zn;Mang
;;atu;at;Reel
;;mrn;mr;Cheke Holo
;;aae;aa;Arbëreshë Albanian
;;kfu;kf;Katkari
;;kqb;kq;Kovai
;;wmi;wm;Wamin
;;spg;sp;Sian
;;kiy;ki;Kirikiri
;;cch;cc;Atsam
;;ruc;ru;Ruuli
;;ypm;yp;Phuma
;;pnp;pn;Pancana
;;abi;ab;Abidji
;;wkb;wk;Kumbaran
;;mut;mu;Western Muria
;;tvt;tv;Tutsa Naga
;;ulk;ul;Meriam
;;soz;so;Temi
;;grs;gr;Gresi
;;prz;pr;Providencia Sign Language
;;kcm;kc;Gula (Central African Republic)
;;nmv;nm;Ngamini
;;acx;ac;Omani Arabic
;;ebk;eb;Eastern Bontok
;;tae;ta;Tariana
;;oss;os;Ossetian
;;ngs;ng;Gvoko
;;ysc;ys;Yassic
;;sdn;sd;Gallurese Sardinian
;;yyz;yy;Ayizi
;;bpw;bp;Bo (Papua New Guinea)
;;tvy;tv;Timor Pidgin
;;koh;ko;Koyo
;;kwh;kw;Kowiai
;;akb;ak;Batak Angkola
;;tmd;tm;Haruai
;;sga;sg;Old Irish (to 900)
;;nuy;nu;Nunggubuyu
;;bdj;bd;Bai
;;bbj;bb;Ghomálá'
;;nhr;nh;Naro
;;mmu;mm;Mmaala
;;aub;au;Alugu
;;xld;xl;Lydian
;;dso;ds;Desiya
;;bjg;bj;Bidyogo
;;mgm;mg;Mambae
;;sly;sl;Selayar
;;bmf;bm;Bom
;;syk;sy;Sukur
;;tbb;tb;Tapeba
;;wls;wl;Wallisian
;;vbk;vb;Southwestern Bontok
;;afs;af;Afro-Seminole Creole
;;hif;hi;Fiji Hindi
;;mfl;mf;Putai
;;nxe;nx;Nage
;;cbn;cb;Nyahkur
;;cmg;cm;Classical Mongolian
;;nfu;nf;Mfumte
;;cbu;cb;Candoshi-Shapra
;;ltz;lt;Luxembourgish
;;zab;za;San Juan Guelavía Zapotec
;;uta;ut;Otank
;;tln;tl;Talondo'
;;lts;lt;Tachoni
;;one;on;Oneida
;;cjy;cj;Jinyu Chinese
;;mvi;mv;Miyako
;;lih;li;Lihir
;;ish;is;Esan
;;xkn;xk;Kayan River Kayan
;;twg;tw;Tereweng
;;sna;sn;Shona
;;bil;bi;Bile
;;yip;yi;Pholo
;;tid;ti;Tidong
;;pss;ps;Kaulong
;;thz;th;Tayart Tamajeq
;;kge;kg;Komering
;;nbo;nb;Nkukoli
;;yuk;yu;Yuki
;;dof;do;Domu
;;mkm;mk;Moklen
;;bko;bk;Kwa'
;;ndn;nd;Ngundi
;;gdx;gd;Godwari
;;kid;ki;Koshin
;;kuc;ku;Kwinsu
;;gnb;gn;Gangte
;;kpc;kp;Curripaco
;;mfc;mf;Mba
;;aty;at;Aneityum
;;eth;et;Ethiopian Sign Language
;;hrr;hr;Horuru
;;yec;ye;Yeniche
;;bex;be;Jur Modo
;;zkr;zk;Zakhring
;;lui;lu;Luiseno
;;lma;lm;East Limba
;;trt;tr;Tunggare
;;yiu;yi;Awu
;;usu;us;Uya
;;hti;ht;Hoti
;;ptv;pt;Port Vato
;;cnw;cn;Ngawn Chin
;;usa;us;Usarufa
;;dwa;dw;Diri
;;ush;us;Ushojo
;;net;ne;Nete
;;ilk;il;Ilongot
;;bjw;bj;Bakwé
;;liv;li;Liv
;;mdd;md;Mbum
;;zlq;zl;Liuqian Zhuang
;;syr;sy;Syriac
;;flh;fl;Foau
;;let;le;Lesing-Gelimi
;;bgi;bg;Giangan
;;aan;aa;Anambé
;;twb;tw;Western Tawbuid
;;lio;li;Liki
;;tuz;tu;Turka
;;urc;ur;Urningangg
;;psh;ps;Southwest Pashayi
;;sur;su;Mwaghavul
;;csf;cs;Cuba Sign Language
;;kxm;kx;Northern Khmer
;;mxq;mx;Juquila Mixe
;;dar;da;Dargwa
;;kpw;kp;Kobon
;;awn;aw;Awngi
;;xir;xi;Xiriâna
;;tng;tn;Tobanga
;;ljp;lj;Lampung Api
;;wkd;wk;Wakde
;;pkg;pk;Pak-Tong
;;iku;ik;Inuktitut
;;lke;lk;Kenyi
;;inz;in;Ineseño
;;kcd;kc;Ngkâlmpw Kanum
;;muh;mu;Mündü
;;slj;sl;Salumá
;;coc;co;Cocopa
;;kpu;kp;Kafoa
;;pif;pi;Pingelapese
;;bpn;bp;Dzao Min
;;khy;kh;Kele (Democratic Republic of Congo)
;;mlb;ml;Mbule
;;yeu;ye;Yerukula
;;niy;ni;Ngiti
;;hmj;hm;Ge
;;grh;gr;Gbiri-Niragu
;;rgk;rg;Rangkas
;;anv;an;Denya
;;kjb;kj;Q'anjob'al
;;aya;ay;Awar
;;clh;cl;Chilisso
;;uiv;ui;Iyive
;;cgg;cg;Chiga
;;ldq;ld;Lufu
;;zkk;zk;Karankawa
;;sep;se;Sìcìté Sénoufo
;;tbu;tb;Tubar
;;bql;bq;Bilakura
;;bvf;bv;Boor
;;ght;gh;Kutang Ghale
;;ruy;ru;Mala (Nigeria)
;;qvj;qv;Loja Highland Quichua
;;tev;te;Teor
;;onb;on;Lingao
;;mpa;mp;Mpoto
;;nkm;nk;Namat
;;mee;me;Mengen
;;wil;wi;Wilawila
;;sao;sa;Sause
;;bqq;bq;Biritai
;;hor;ho;Horo
;;msn;ms;Vurës
;;gaq;ga;Gata'
;;emu;em;Eastern Muria
;;nkb;nk;Khoibu Naga
;;rir;ri;Ribun
;;cco;cc;Comaltepec Chinantec
;;tel;te;Telugu
;;ley;le;Lemolang
;;mvp;mv;Duri
;;ggd;gg;Gugadj
;;zpm;zp;Mixtepec Zapotec
;;sjm;sj;Mapun
;;bap;ba;Bantawa
;;swr;sw;Saweru
;;fse;fs;Finnish Sign Language
;;agb;ag;Legbo
;;zal;za;Zauzou
;;cbv;cb;Cacua
;;mna;mn;Mbula
;;vms;vm;Moksela
;;pnm;pn;Punan Batu 1
;;nem;ne;Nemi
;;myk;my;Mamara Senoufo
;;hss;hs;Harsusi
;;stv;st;Silt'e
;;kuo;ku;Kumukio
;;dtr;dt;Lotud
;;arz;ar;Egyptian Arabic
;;tgn;tg;Tandaganon
;;ckz;ck;Cakchiquel-Quiché Mixed Language
;;spx;sp;South Picene
;;wng;wn;Wanggom
;;bpa;bp;Dakaka
;;duw;du;Dusun Witu
;;sza;sz;Semelai
;;ymo;ym;Yangum Mon
;;tec;te;Terik
;;avs;av;Aushiri
;;hem;he;Hemba
;;nuc;nu;Nukuini
;;bqh;bq;Baima
;;nxu;nx;Narau
;;ned;ne;Nde-Gbite
;;whu;wh;Wahau Kayan
;;knv;kn;Tabo
;;vsl;vs;Venezuelan Sign Language
;;dak;da;Dakota
;;cpb;cp;Ucayali-Yurúa Ashéninka
;;byp;by;Bumaji
;;zko;zk;Kott
;;mou;mo;Mogum
;;inp;in;Iñapari
;;gey;ge;Enya
;;oyb;oy;Oy
;;ndu;nd;Dugun
;;djr;dj;Djambarrpuyngu
;;zoo;zo;Asunción Mixtepec Zapotec
;;kgr;kg;Abun
;;lce;lc;Loncong
;;mwh;mw;Mouk-Aria
;;akr;ak;Araki
;;ksj;ks;Uare
;;urt;ur;Urat
;;bnq;bn;Bantik
;;aph;ap;Athpariya
;;huj;hu;Northern Guiyang Hmong
;;puj;pu;Punan Tubu
;;dul;du;Alabat Island Agta
;;snq;sn;Sangu (Gabon)
;;iff;if;Ifo
;;zyp;zy;Zyphe
;;mtq;mt;Muong
;;dro;dr;Daro-Matu Melanau
;;syw;sy;Kagate
;;ffi;ff;Foia Foia
;;emg;em;Eastern Meohang
;;zpg;zp;Guevea De Humboldt Zapotec
;;gdh;gd;Gadjerawang
;;gpa;gp;Gupa-Abawa
;;sho;sh;Shanga
;;nrg;nr;Narango
;;dks;dk;Southeastern Dinka
;;tcn;tc;Tichurong
;;blx;bl;Mag-Indi Ayta
;;mht;mh;Mandahuaca
;;wgo;wg;Waigeo
;;qwa;qw;Corongo Ancash Quechua
;;esh;es;Eshtehardi
;;huq;hu;Tsat
;;meg;me;Mea
;;jmd;jm;Yamdena
;;bsx;bs;Yangkam
;;lvu;lv;Levuka
;;que;qu;Quechua
;;dhs;dh;Dhaiso
;;rmv;rm;Romanova
;;sva;sv;Svan
;;lbq;lb;Wampar
;;tar;ta;Central Tarahumara
;;mbc;mb;Macushi
;;tgu;tg;Tanggu
;;bsq;bs;Bassa
;;yue;yu;Yue Chinese
;;ase;as;American Sign Language
;;kvs;kv;Kunggara
;;dma;dm;Duma
;;bsj;bs;Bangwinji
;;aps;ap;Arop-Sissano
;;zmy;zm;Mariyedi
;;kfy;kf;Kumaoni
;;tdy;td;Tadyawan
;;cnx;cn;Middle Cornish
;;kld;kl;Gamilaraay
;;wba;wb;Warao
;;dgc;dg;Casiguran Dumagat Agta
;;mig;mi;San Miguel El Grande Mixtec
;;crr;cr;Carolina Algonquian
;;ifm;if;Teke-Fuumu
;;xta;xt;Alcozauca Mixtec
;;adj;ad;Adioukrou
;;qxc;qx;Chincha Quechua
;;bnx;bn;Bangubangu
;;dry;dr;Darai
;;itw;it;Ito
;;ngp;ng;Ngulu
;;pee;pe;Taje
;;amr;am;Amarakaeri
;;mey;me;Hassaniyya
;;mjl;mj;Mandeali
;;aom;ao;Ömie
;;xkc;xk;Kho'ini
;;kuy;ku;Kuuku-Ya'u
;;nni;nn;North Nuaulu
;;gud;gu;Yocoboué Dida
;;tdg;td;Western Tamang
;;brz;br;Bilbil
;;oco;oc;Old Cornish
;;bzo;bz;Bozaba
;;xtt;xt;Tacahua Mixtec
;;mtf;mt;Murik (Papua New Guinea)
;;pon;po;Pohnpeian
;;giw;gi;White Gelao
;;mxl;mx;Maxi Gbe
;;ems;em;Pacific Gulf Yupik
;;lbc;lb;Lakkia
;;caw;ca;Callawalla
;;kxw;kx;Konai
;;gwx;gw;Gua
;;vko;vk;Kodeoha
;;agu;ag;Aguacateco
;;pbr;pb;Pangwa
;;hnj;hn;Hmong Njua
;;lix;li;Liabuku
;;ndg;nd;Ndengereko
;;skc;sk;Sauk
;;nhf;nh;Nhuwala
;;acv;ac;Achumawi
;;kog;ko;Cogui
;;kva;kv;Bagvalal
;;noe;no;Nimadi
;;brl;br;Birwa
;;pos;po;Sayula Popoluca
;;nyp;ny;Nyang'i
;;gbj;gb;Bodo Gadaba
;;hao;ha;Hakö
;;hwo;hw;Hwana
;;iml;im;Miluk
;;guz;gu;Gusii
;;anx;an;Andra-Hus
;;mps;mp;Dadibi
;;tgk;tg;Tajik
;;mtv;mt;Asaro'o
;;krw;kr;Western Krahn
;;noq;no;Ngongo
;;lbz;lb;Lardil
;;xpo;xp;Pochutec
;;wbp;wb;Warlpiri
;;nes;ne;Bhoti Kinnauri
;;afb;af;Gulf Arabic
;;umg;um;Umbuygamu
;;afo;af;Eloyi
;;glj;gl;Gula Iro
;;tjm;tj;Timucua
;;krv;kr;Kavet
;;tdr;td;Todrah
;;plv;pl;Southwest Palawano
;;lki;lk;Laki
;;xma;xm;Mushungulu
;;pgy;pg;Pongyong
;;xxk;xx;Ke'o
;;nkp;nk;Niuatoputapu
;;nkw;nk;Nkutu
;;sok;so;Sokoro
;;bkz;bk;Bungku
;;kbz;kb;Duhwa
;;mua;mu;Mundang
;;spq;sp;Loreto-Ucayali Spanish
;;nyt;ny;Nyawaygi
;;coj;co;Cochimi
;;kee;ke;Eastern Keres
;;xat;xa;Katawixi
;;moo;mo;Monom
;;dyo;dy;Jola-Fonyi
;;adx;ad;Amdo Tibetan
;;kpo;kp;Ikposo
;;mah;ma;Marshallese
;;rmt;rm;Domari
;;nlr;nl;Ngarla
;;kzi;kz;Kelabit
;;mrw;mr;Maranao
;;xmb;xm;Mbonga
;;kes;ke;Kugbo
;;vkj;vk;Kujarge
;;cae;ca;Lehar
;;zaa;za;Sierra de Juárez Zapotec
;;pxm;px;Quetzaltepec Mixe
;;dtm;dt;Tomo Kan Dogon
;;pnw;pn;Panytyima
;;kyc;ky;Kyaka
;;amp;am;Alamblak
;;nsn;ns;Nehan
;;aaq;aa;Eastern Abnaki
;;iso;is;Isoko
;;ets;et;Yekhee
;;bxz;bx;Binahari
;;gdk;gd;Gadang
;;kze;kz;Kosena
;;yrl;yr;Nhengatu
;;xdm;xd;Edomite
;;tks;tk;Takestani
;;fss;fs;Finland-Swedish Sign Language
;;ymz;ym;Muzi
;;xon;xo;Konkomba
;;nsl;ns;Norwegian Sign Language
;;klg;kl;Tagakaulo
;;xgf;xg;Gabrielino-Fernandeño
;;wbf;wb;Wara
;;rsl;rs;Russian Sign Language
;;tes;te;Tengger
;;nua;nu;Yuaga
;;fuq;fu;Central-Eastern Niger Fulfulde
;;qxl;qx;Salasaca Highland Quichua
;;csn;cs;Colombian Sign Language
;;swf;sw;Sere
;;mqt;mq;Mok
;;bfq;bf;Badaga
;;sat;sa;Santali
;;kgi;kg;Selangor Sign Language
;;aoz;ao;Uab Meto
;;hoi;ho;Holikachuk
;;kso;ks;Kofa
;;bbv;bb;Karnai
;;bbo;bb;Northern Bobo Madaré
;;smb;sm;Simbari
;;nmo;nm;Moyon Naga
;;mmo;mm;Mangga Buang
;;byw;by;Belhariya
;;mwa;mw;Mwatebu
;;kon;ko;Kongo
;;zzj;zz;Zuojiang Zhuang
;;klv;kl;Maskelynes
;;gaz;ga;West Central Oromo
;;lya;ly;Layakha
;;tku;tk;Upper Necaxa Totonac
;;kqv;kq;Okolod
;;xkj;xk;Kajali
;;tta;tt;Tutelo
;;tss;ts;Taiwan Sign Language
;;tkg;tk;Tesaka Malagasy
;;btf;bt;Birgit
;;bge;bg;Bauria
;;lrg;lr;Laragia
;;due;du;Umiray Dumaget Agta
;;aoe;ao;Angal Enen
;;lro;lr;Laro
;;mzh;mz;Wichí Lhamtés Güisnay
;;bgs;bg;Tagabawa
;;lrv;lr;Larevat
;;wbk;wb;Waigali
;;sta;st;Settla
;;cur;cu;Chhulung
;;kwu;kw;Kwakum
;;sun;su;Sundanese
;;pta;pt;Pai Tavytera
;;kta;kt;Katua
;;ttj;tt;Tooro
;;tcl;tc;Taman (Myanmar)
;;cop;co;Coptic
;;mim;mi;Alacatlatzala Mixtec
;;phq;ph;Phana'
;;tyt;ty;Tày Tac
;;mgp;mg;Eastern Magar
;;snx;sn;Sam
;;ski;sk;Sika
;;sdc;sd;Sassarese Sardinian
;;six;si;Sumau
;;rui;ru;Rufiji
;;sqm;sq;Suma
;;ngw;ng;Ngwaba
;;zmp;zm;Mpuono
;;upi;up;Umeda
;;nmb;nm;Big Nambas
;;kbk;kb;Grass Koiari
;;mxa;mx;Northwest Oaxaca Mixtec
;;kvd;kv;Kui (Indonesia)
;;afg;af;Afghan Sign Language
;;tcc;tc;Datooga
;;kwl;kw;Kofyar
;;byb;by;Bikya
;;wwo;ww;Wetamut
;;kbl;kb;Kanembu
;;wnp;wn;Wanap
;;bwm;bw;Biwat
;;skj;sk;Seke (Nepal)
;;trz;tr;Torá
;;raw;ra;Rawang
;;bfp;bf;Beba
;;fiw;fi;Fiwaga
;;xyl;xy;Yalakalore
;;oti;ot;Oti
;;ybk;yb;Bokha
;;jmr;jm;Kamara
;;sov;so;Sonsorol
;;nnu;nn;Dwang
;;jgb;jg;Ngbee
;;nps;np;Nipsan
;;njs;nj;Nisa
;;dgu;dg;Degaru
;;pty;pt;Pathiya
;;lva;lv;Maku'a
;;ykk;yk;Yakaikeke
;;dzg;dz;Dazaga
;;ext;ex;Extremaduran
;;bnf;bn;Masiwang
;;atq;at;Aralle-Tabulahan
;;rut;ru;Rutul
;;nil;ni;Nila
;;nsz;ns;Nisenan
;;bku;bk;Buhid
;;iwk;iw;I-Wak
;;brs;br;Baras
;;xog;xo;Soga
;;ywr;yw;Yawuru
;;sob;so;Sobei
;;tse;ts;Tunisian Sign Language
;;yko;yk;Yasa
;;srr;sr;Serer
;;mxc;mx;Manyika
;;mww;mw;Hmong Daw
;;taa;ta;Lower Tanana
;;mcu;mc;Cameroon Mambila
;;wsu;ws;Wasu
;;kaw;ka;Kawi
;;aot;ao;A'tong
;;jcs;jc;Jamaican Country Sign Language
;;oka;ok;Okanagan
;;pwb;pw;Panawa
;;bwf;bw;Boselewa
;;ufi;uf;Ufim
;;sjw;sj;Shawnee
;;bsa;bs;Abinomn
;;aib;ai;Ainu (China)
;;wog;wo;Wogamusin
;;hrv;hr;Croatian
;;arl;ar;Arabela
;;nki;nk;Thangal Naga
;;gsn;gs;Gusan
;;nuo;nu;Nguôn
;;tig;ti;Tigre
;;mye;my;Myene
;;dgh;dg;Dghwede
;;yma;ym;Yamphe
;;tra;tr;Tirahi
;;aio;ai;Aiton
;;bze;bz;Jenaama Bozo
;;gzn;gz;Gane
;;vme;vm;East Masela
;;bdp;bd;Bende
;;ktj;kt;Plapo Krumen
;;juk;ju;Wapan
;;hmn;hm;Hmong
;;sqr;sq;Siculo Arabic
;;pqm;pq;Malecite-Passamaquoddy
;;gyg;gy;Gbayi
;;mcp;mc;Makaa
;;bec;be;Iceve-Maci
;;sen;se;Nanerigé Sénoufo
;;llk;ll;Lelak
;;ctt;ct;Wayanad Chetti
;;agg;ag;Angor
;;smw;sm;Sumbawa
;;gek;ge;Yiwom
;;goc;go;Gorakor
;;byc;by;Ubaghara
;;krd;kr;Kairui-Midiki
;;dim;di;Dime
;;sdt;sd;Shuadit
;;bjm;bj;Bajelani
;;pkt;pk;Maleng
;;gnn;gn;Gumatj
;;lox;lo;Loun
;;dmm;dm;Dama
;;csz;cs;Coos
;;lnh;ln;Lanoh
;;mjc;mj;San Juan Colorado Mixtec
;;byi;by;Buyu
;;kel;ke;Kela (Democratic Republic of Congo)
;;nch;nc;Central Huasteca Nahuatl
;;mgc;mg;Morokodo
;;rah;ra;Rabha
;;mzz;mz;Maiadomu
;;mcg;mc;Mapoyo
;;hak;ha;Hakka Chinese
;;cna;cn;Changthang
;;kho;kh;Khotanese
;;bfz;bf;Mahasu Pahari
;;zas;za;Santo Domingo Albarradas Zapotec
;;mbl;mb;Maxakalí
;;wed;we;Wedau
;;ogb;og;Ogbia
;;sxm;sx;Samre
;;lla;ll;Lala-Roba
;;fas;fa;Persian
;;cya;cy;Nopala Chatino
;;nts;nt;Natagaimas
;;kdh;kd;Tem
;;kbs;kb;Kande
;;tva;tv;Vaghua
;;kwi;kw;Awa-Cuaiquer
;;alk;al;Alak
;;lmw;lm;Lake Miwok
;;ver;ve;Mom Jango
;;bkg;bk;Buraka
;;kwc;kw;Likwala
;;yaj;ya;Banda-Yangere
;;pww;pw;Pwo Northern Karen
;;den;de;Slave (Athapascan)
;;ehu;eh;Ehueun
;;ass;as;Ipulo
;;dol;do;Doso
;;bmu;bm;Somba-Siawari
;;mdh;md;Maguindanaon
;;piu;pi;Pintupi-Luritja
;;yet;ye;Yetfa
;;kqn;kq;Kaonde
;;puo;pu;Puoc
;;gol;go;Gola
;;suw;su;Sumbwa
;;tqp;tq;Tomoip
;;nsu;ns;Sierra Negra Nahuatl
;;wji;wj;Warji
;;prc;pr;Parachi
;;yor;yo;Yoruba
;;nmh;nm;Monsang Naga
;;mnf;mn;Mundani
;;kgd;kg;Kataang
;;wrl;wr;Warlmanpa
;;quw;qu;Tena Lowland Quichua
;;kgw;kg;Karon Dori
;;mmf;mm;Mundat
;;niu;ni;Niuean
;;niq;ni;Nandi
;;cld;cl;Chaldean Neo-Aramaic
;;len;le;Lenca
;;jrr;jr;Jiru
;;scb;sc;Chut
;;chu;ch;Church Slavic
;;kxi;kx;Keningau Murut
;;mbq;mb;Maisin
;;bjr;bj;Binumarien
;;xia;xi;Xiandao
;;iby;ib;Ibani
;;mhm;mh;Makhuwa-Moniga
;;cbk;cb;Chavacano
;;zkv;zk;Krevinian
;;suq;su;Suri
;;pak;pa;Parakanã
;;okv;ok;Orokaiva
;;kyt;ky;Kayagar
;;ubi;ub;Ubi
;;bmb;bm;Bembe
;;puq;pu;Puquina
;;gcn;gc;Gaina
;;kkv;kk;Kangean
;;dub;du;Dubli
;;yos;yo;Yos
;;pcn;pc;Piti
;;olr;ol;Olrat
;;nap;na;Neapolitan
;;mgw;mg;Matumbi
;;vig;vi;Viemo
;;luj;lu;Luna
;;sce;sc;Dongxiang
;;put;pu;Putoh
;;lme;lm;Pévé
;;kic;ki;Kickapoo
;;tgx;tg;Tagish
;;shp;sh;Shipibo-Conibo
;;ctd;ct;Tedim Chin
;;pdt;pd;Plautdietsch
;;qyp;qy;Quiripi
;;gnm;gn;Ginuman
;;mbr;mb;Nukak Makú
;;aed;ae;Argentine Sign Language
;;won;wo;Wongo
;;chc;ch;Catawba
;;bam;ba;Bambara
;;hap;ha;Hupla
;;ilg;il;Garig-Ilgar
;;rkt;rk;Rangpuri
;;sxg;sx;Shixing
;;onp;on;Sartang
;;fuj;fu;Ko
;;urm;ur;Urapmin
;;skt;sk;Sakata
;;ivv;iv;Ivatan
;;gri;gr;Ghari
;;gag;ga;Gagauz
;;ghh;gh;Northern Ghale
;;lsp;ls;Panamanian Sign Language
;;yik;yi;Dongshanba Lalo
;;gnr;gn;Gureng Gureng
;;kjq;kj;Western Keres
;;bpo;bp;Anasi
;;gvl;gv;Gulay
;;dzo;dz;Dzongkha
;;bxs;bx;Busam
;;ppo;pp;Folopa
;;kah;ka;Kara (Central African Republic)
;;amf;am;Hamer-Banna
;;khv;kh;Khvarshi
;;kqc;kq;Doromu-Koki
;;ldn;ld;Láadan
;;lsg;ls;Lyons Sign Language
;;psg;ps;Penang Sign Language
;;crk;cr;Plains Cree
;;atz;at;Arta
;;les;le;Lese
;;ypp;yp;Phupa
;;sek;se;Sekani
;;sco;sc;Scots
;;lks;lk;Kisa
;;wrv;wr;Waruna
;;nao;na;Naaba
;;pid;pi;Piaroa
;;lsi;ls;Lashi
;;yne;yn;Lang'e
;;juh;ju;Hõne
;;muk;mu;Mugom
;;itl;it;Itelmen
;;mzv;mz;Manza
;;pko;pk;Pökoot
;;cux;cu;Tepeuxila Cuicatec
;;ppk;pp;Uma
;;nbi;nb;Mao Naga
;;chm;ch;Mari (Russia)
;;roe;ro;Ronji
;;lmd;lm;Lumun
;;unz;un;Unde Kaili
;;tnh;tn;Maiani
;;cjm;cj;Eastern Cham
;;nbd;nb;Ngbinda
;;www;ww;Wawa
;;trw;tr;Torwali
;;sia;si;Akkala Sami
;;pie;pi;Piro
;;bqn;bq;Bulgarian Sign Language
;;doe;do;Doe
;;nia;ni;Nias
;;yka;yk;Yakan
;;afu;af;Awutu
;;kkg;kk;Mabaka Valley Kalinga
;;nzm;nz;Zeme Naga
;;gay;ga;Gayo
;;tbt;tb;Tembo (Kitembo)
;;yiv;yi;Northern Nisu
;;mhn;mh;Mócheno
;;xvo;xv;Volscian
;;cao;ca;Chácobo
;;tlk;tl;Taloki
;;ldg;ld;Lenyima
;;erw;er;Erokwanas
;;djj;dj;Djeebbana
;;sbn;sb;Sindhi Bhil
;;yaf;ya;Yaka (Democratic Republic of Congo)
;;sbr;sb;Sembakung Murut
;;csc;cs;Catalan Sign Language
;;sfb;sf;Langue des signes de Belgique Francophone
;;sdz;sd;Sallands
;;kph;kp;Kplang
;;bhf;bh;Odiai
;;mgx;mg;Omati
;;ruf;ru;Luguru
;;bua;bu;Buriat
;;gwf;gw;Gowro
;;tvo;tv;Tidore
;;hay;ha;Haya
;;xkt;xk;Kantosi
;;kly;kl;Kalao
;;ztq;zt;Quioquitani-Quierí Zapotec
;;slq;sl;Salchuq
;;kbg;kb;Khamba
;;yur;yu;Yurok
;;awo;aw;Awak
;;idu;id;Idoma
;;mkz;mk;Makasae
;;gsm;gs;Guatemalan Sign Language
;;mmr;mm;Western Xiangxi Miao
;;bpi;bp;Bagupi
;;aup;au;Makayam
;;abs;ab;Ambonese Malay
;;xpe;xp;Liberia Kpelle
;;orc;or;Orma
;;tol;to;Tolowa
;;itx;it;Itik
;;mrt;mr;Marghi Central
;;lof;lo;Logol
;;weo;we;North Wemale
;;kij;ki;Kilivila
;;tri;tr;Trió
;;bcv;bc;Shoo-Minda-Nye
;;txt;tx;Citak
;;mzo;mz;Matipuhy
;;kiq;ki;Kosadle
;;tma;tm;Tama (Chad)
;;jns;jn;Jaunsari
;;sed;se;Sedang
;;lmn;lm;Lambadi
;;ikx;ik;Ik
;;yul;yu;Yulu
;;twn;tw;Twendi
;;ggn;gg;Eastern Gurung
;;gbp;gb;Gbaya-Bossangoa
;;lkh;lk;Lakha
;;aal;aa;Afade
;;zte;zt;Elotepec Zapotec
;;ayl;ay;Libyan Arabic
;;ahr;ah;Ahirani
;;kse;ks;Kuni
;;clk;cl;Idu-Mishmi
;;iws;iw;Sepik Iwam
;;ikk;ik;Ika
;;bsp;bs;Baga Sitemu
;;pin;pi;Piame
;;mlz;ml;Malaynon
;;fad;fa;Wagi
;;cca;cc;Cauca
;;xai;xa;Kaimbé
;;grt;gr;Garo
;;sst;ss;Sinasina
;;aew;ae;Ambakich
